Date,y_true,Arima,SVR,LSTM,RF,ANN,Arima + LSTM,Arima + ANN,Arima + SVR,Arima + RF,,,,,,,,,,,,,,,,,,,,
6/24/2019,90.53595687,74.38190735,78.75487125,83.27189983,84.69355762,82.50877087,139.0782338,102.5723378,87.72185697,103.2299484,-0.340581857,-1.580639714,-0.366458679,-0.322270701,-0.714171803,-0.37952258,-0.07090008,-0.324270411,-0.429775925,-1.030125882,-0.18%,-0.90%,-0.20%,-0.18%,-0.39%,-0.21%,-0.03%,-0.16%,-0.23%,-0.50%
7/1/2019,90.78965899,67.11769522,80.58935797,84.98976544,85.79354022,84.39814603,140.0234513,101.7755218,89.78531221,100.4656262,0.253702119,-7.264212125,1.834486724,1.717865605,1.099982599,1.889375154,0.945217455,-0.796815974,2.063455245,-2.764322196,0.13%,-4.17%,1.03%,0.94%,0.60%,1.04%,0.40%,-0.39%,1.10%,-1.36%
7/8/2019,91.61428757,63.01777198,81.27397087,85.60629166,86.08459806,85.10571744,142.0040584,101.9862628,90.57612911,98.61823751,0.824628578,-4.099923243,0.684612902,0.616526224,0.291057842,0.707571417,1.980607138,0.210741007,0.7908169,-1.847388721,0.43%,-2.45%,0.38%,0.33%,0.16%,0.38%,0.83%,0.10%,0.42%,-0.92%
7/15/2019,91.01052063,73.10634985,80.04043948,84.47737439,86.08538267,83.83262824,139.3727954,102.6731082,89.16634908,103.4956382,-0.603766945,10.08857787,-1.233531388,-1.128917273,0.000784613,-1.2730892,-2.631263042,0.686845358,-1.409780026,4.877400686,-0.32%,6.19%,-0.68%,-0.61%,0.00%,-0.69%,-1.09%,0.34%,-0.74%,2.46%
7/22/2019,91.26143876,63.41698763,82.14420759,86.48550837,87.0142623,85.99552559,140.7431094,101.7072687,91.50081253,99.5791594,0.250918133,-9.689362217,2.103768104,2.008133981,0.928879627,2.162897342,1.370314055,-0.965839466,2.334463449,-3.91647879,0.13%,-5.60%,1.17%,1.09%,0.50%,1.18%,0.57%,-0.48%,1.23%,-1.92%
7/29/2019,91.48844066,90.59479119,78.70774264,83.30309429,87.07863657,82.45261514,137.098768,105.2559632,87.6048064,112.6732712,0.227001905,27.17780356,-3.436464949,-3.182414084,0.06437427,-3.54291045,-3.644341462,3.548694465,-3.896006134,13.09411179,0.12%,16.63%,-1.89%,-1.71%,0.03%,-1.90%,-1.51%,1.76%,-2.03%,6.56%
8/5/2019,91.20741189,92.13824421,78.53769545,83.22073866,86.82175489,82.26976528,136.5131102,105.3573111,87.34899649,113.3900372,-0.281028779,1.54345302,-0.170047191,-0.08235563,-0.256881677,-0.182849851,-0.585657729,0.101347941,-0.255809913,0.716766015,-0.15%,0.81%,-0.10%,-0.04%,-0.14%,-0.10%,-0.25%,0.05%,-0.14%,0.34%
8/12/2019,90.74441763,93.98871481,77.79757109,82.6330837,85.84365192,81.49692963,135.8980018,105.5166808,86.42816474,113.9266579,-0.462994251,1.850470603,-0.740124361,-0.587654958,-0.978102972,-0.772835657,-0.61510847,0.159369619,-0.920831749,0.536620677,-0.24%,0.96%,-0.41%,-0.32%,-0.52%,-0.42%,-0.26%,0.08%,-0.49%,0.25%
8/19/2019,90.08539925,98.86827878,76.2058592,81.1259735,84.63519408,79.85928531,134.6684927,105.5833279,84.65209355,115.3767808,-0.659018383,4.879563965,-1.59171189,-1.507110202,-1.208457838,-1.637644313,-1.229509038,0.0666471,-1.77607119,1.450122919,-0.35%,2.52%,-0.90%,-0.83%,-0.65%,-0.90%,-0.52%,0.03%,-0.95%,0.68%
8/26/2019,92.29627043,97.30716261,79.42617376,84.24186739,87.95711569,83.16582663,137.3073915,107.1490559,88.18929993,116.6636786,2.210871175,-1.561116165,3.22031456,3.115893891,3.321921613,3.306541312,2.638898733,1.565728053,3.537206379,1.286897782,1.16%,-0.79%,1.83%,1.72%,1.80%,1.84%,1.12%,0.76%,1.92%,0.60%
9/2/2019,92.69849754,82.11657845,81.32771755,86.00419527,88.35498409,85.12607303,139.6927614,105.8642388,90.34313102,110.2844919,0.402227112,-15.19058416,1.901543791,1.762327884,0.397868392,1.960246403,2.385369968,-1.284817166,2.153831091,-6.379186725,0.21%,-7.70%,1.06%,0.96%,0.21%,1.07%,1.01%,-0.62%,1.14%,-2.94%
9/9/2019,92.0888347,76.06314835,81.76507932,86.19938704,88.70166976,85.59802974,139.2186667,104.07414,91.01500422,107.2719197,-0.609662837,-6.053430099,0.437361768,0.19519177,0.346685678,0.471956712,-0.474094753,-1.790098721,0.671873203,-3.01257221,-0.32%,-3.32%,0.24%,0.10%,0.18%,0.25%,-0.20%,-0.87%,0.35%,-1.43%
9/16/2019,93.54780349,91.91674845,80.34499066,85.97079775,86.1450381,84.73575827,140.7679139,105.9418445,92.76702396,113.9889881,1.458968792,15.8536001,-1.420088652,-0.228589292,-2.556631662,-0.862271471,1.549247229,1.867704427,1.752019736,6.717068461,0.76%,9.00%,-0.78%,-0.12%,-1.35%,-0.46%,0.65%,0.92%,0.92%,3.24%
9/30/2019,92.56334071,91.25631289,79.30243996,84.65833405,84.21551444,83.33932094,139.6374979,105.1074444,92.18189107,113.2136654,-0.984462782,-0.660435569,-1.042550706,-1.312463701,-1.929523663,-1.396437327,-1.130416033,-0.83440008,-0.585132888,-0.775322692,-0.51%,-0.34%,-0.58%,-0.71%,-1.04%,-0.76%,-0.47%,-0.41%,-0.30%,-0.36%
10/7/2019,93.42024536,92.2991246,80.40164201,86.4604175,87.16086174,85.00816397,140.6012929,105.6085275,93.06985295,114.4084234,0.856904653,1.042811711,1.099202052,1.802083453,2.945347304,1.668843031,0.963795034,0.501083088,0.887961879,1.194757953,0.45%,0.55%,0.61%,0.98%,1.60%,0.91%,0.40%,0.24%,0.46%,0.56%
10/14/2019,93.59339573,93.4727484,80.58463265,86.56541549,86.74132645,84.84742188,141.1054166,106.1718353,94.16906416,115.7119422,0.173150366,1.173623804,0.18299064,0.104997985,-0.419535298,-0.160742099,0.504123723,0.563307828,1.099211211,1.303518836,0.09%,0.61%,0.10%,0.06%,-0.22%,-0.09%,0.21%,0.27%,0.57%,0.61%
10/21/2019,95.40287044,95.7629876,82.58259561,89.34365075,90.60514362,87.37740093,143.2954809,107.7155773,96.30802749,118.2821508,1.80947471,2.290239203,1.997962962,2.778235267,3.863817169,2.529979059,2.190064254,1.543741962,2.13896333,2.57020861,0.93%,1.18%,1.11%,1.49%,2.07%,1.37%,0.91%,0.75%,1.10%,1.19%
10/28/2019,97.33190518,98.70979032,84.30746121,90.59769878,90.66584432,88.46792198,146.1950801,110.5882539,99.14077805,121.6043288,1.929034745,2.946802719,1.7248656,1.254048024,0.060700701,1.09052105,2.899599243,2.872676631,2.832750558,3.322178026,0.99%,1.51%,0.94%,0.66%,0.03%,0.58%,1.19%,1.38%,1.44%,1.52%
11/4/2019,98.21151116,100.2744013,85.1332679,91.08900906,90.44706865,88.89907889,147.6925164,112.1624502,100.5421982,123.4131953,0.879605971,1.564610948,0.825806687,0.491310281,-0.218775663,0.431156906,1.497436243,1.574196264,1.4014202,1.808866458,0.45%,0.79%,0.45%,0.26%,-0.11%,0.23%,0.61%,0.75%,0.70%,0.82%
11/11/2019,99.40102153,102.0207685,86.1476323,91.73594663,90.24164779,89.46720961,149.466363,113.9522228,102.2573146,125.3718697,1.18951037,1.746367205,1.014364407,0.646937567,-0.205420858,0.568130722,1.773846594,1.789772615,1.715116385,1.958674347,0.60%,0.87%,0.55%,0.34%,-0.11%,0.30%,0.72%,0.84%,0.86%,0.88%
11/18/2019,99.35304708,101.5466862,86.09882653,91.81835364,90.65565114,89.62061828,149.2209218,113.620837,101.8501098,124.8245509,-0.047974449,-0.474082263,-0.04880578,0.082407014,0.414003349,0.153408669,-0.24544112,-0.331385799,-0.407204824,-0.54731877,-0.02%,-0.23%,-0.03%,0.04%,0.22%,0.08%,-0.10%,-0.15%,-0.20%,-0.24%
11/25/2019,100.3378443,103.856237,86.69924812,91.13217589,87.41351903,88.85148904,151.293793,116.2502018,104.0640368,127.4516287,0.984797241,2.309550771,0.600421596,-0.686177751,-3.24213211,-0.769129241,2.072871154,2.629364796,2.213926998,2.627077785,0.49%,1.15%,0.32%,-0.36%,-1.70%,-0.41%,0.83%,1.23%,1.10%,1.17%
12/2/2019,102.0409451,104.1658617,88.46684397,93.49371718,91.24518999,91.5181144,152.9466008,117.2676334,104.3619719,127.8397736,1.7031008,0.309624762,1.767595847,2.361541288,3.831670957,2.66662536,1.652807853,1.017431658,0.297935115,0.388144916,0.85%,0.15%,0.95%,1.24%,2.04%,1.41%,0.66%,0.47%,0.15%,0.17%
12/9/2019,103.0058473,105.4619424,89.54310233,95.0691265,93.46072095,92.90964599,154.0789818,118.0079648,105.595682,129.2774957,0.964902174,1.296080629,1.076258366,1.575409329,2.215530955,1.391531589,1.132380922,0.740331336,1.233710041,1.437722075,0.48%,0.63%,0.57%,0.81%,1.16%,0.73%,0.45%,0.34%,0.60%,0.63%
12/16/2019,105.9705015,108.9418297,92.39824227,97.84164678,95.95070258,95.63874529,158.1027955,121.64175,108.8741306,133.2415854,2.964654199,3.479887327,2.855139936,2.77252027,2.489981635,2.729099305,4.023813726,3.633785218,3.27844864,3.964089792,1.46%,1.69%,1.51%,1.42%,1.29%,1.41%,1.58%,1.67%,1.59%,1.73%
12/23/2019,106.3588863,108.8275227,92.64840731,97.83119966,95.69058321,95.81469552,158.5525857,122.1332851,108.8187036,133.1232498,0.388384772,-0.11430696,0.250165039,-0.010447112,-0.260119373,0.175950228,0.449790237,0.491535148,-0.055427025,-0.118335604,0.19%,-0.05%,0.13%,-0.01%,-0.13%,0.09%,0.17%,0.22%,-0.03%,-0.05%
12/30/2019,106.8047428,103.8611089,89.85715707,94.15657232,92.9970757,94.84092544,162.657737,120.7610012,107.1163412,133.6935288,0.445856488,-4.966413811,-2.791250242,-3.674627344,-2.693507505,-0.973770087,4.105151249,-1.372283925,-1.702362398,0.570278939,0.22%,-2.38%,-1.45%,-1.86%,-1.38%,-0.50%,1.59%,-0.62%,-0.82%,0.24%
1/13/2020,101.951311,99.64413929,85.93322864,89.52635012,88.91958161,90.24546491,156.4811246,115.7185172,102.6860536,129.0325014,-4.85343176,-4.216969644,-3.923928425,-4.630222199,-4.07749409,-4.595460528,-6.176612352,-5.042484003,-4.430287583,-4.661027409,-2.35%,-2.07%,-2.07%,-2.38%,-2.11%,-2.36%,-2.35%,-2.28%,-2.14%,-1.99%
1/20/2020,130.223719,125.3269804,106.6580623,116.1190681,110.9093769,116.9546673,192.3426714,145.1861764,129.328354,156.7813249,28.27240803,25.68284109,20.72483363,26.59271801,21.9897953,26.70920238,35.86154682,29.46765916,26.64230039,27.74882349,14.00%,12.86%,11.15%,14.03%,11.64%,14.04%,13.98%,13.66%,13.14%,12.12%
1/27/2020,177.1492904,167.4968408,141.0151985,160.3345072,147.3391603,161.3089126,251.8799501,193.9953371,173.1949168,202.2992761,46.92557134,42.16986044,34.35713625,44.21543911,36.4297834,44.35424535,59.53727865,48.80916078,43.86656287,45.51795124,20.38%,18.72%,16.63%,20.46%,17.27%,20.44%,20.37%,19.91%,19.13%,17.73%
2/3/2020,142.9715875,137.4192781,115.8738671,127.9987879,120.7365242,128.9723404,208.4847564,158.5717129,141.7339873,169.8254819,-34.17770285,-30.07756268,-25.14133146,-32.33571938,-26.60263608,-32.33657226,-43.39519369,-35.42362422,-31.46092957,-32.47379419,-12.33%,-11.24%,-10.43%,-12.42%,-10.76%,-12.37%,-12.33%,-12.05%,-11.52%,-10.74%
2/10/2020,123.7361945,120.2793195,101.7629055,109.8451597,105.7852528,110.7839338,184.0725055,138.5906846,123.8628366,151.3278533,-19.23539306,-17.13995864,-14.11096156,-18.15362819,-14.95127144,-18.18840662,-24.41225093,-19.9810283,-17.87115066,-18.49762859,-7.92%,-7.22%,-6.54%,-7.96%,-6.77%,-7.94%,-7.91%,-7.73%,-7.39%,-6.86%
2/17/2020,163.48716,156.3920866,132.2378455,147.3190714,137.8082357,148.3492091,234.5258634,180.1056584,161.3276432,190.7563726,39.75096551,36.1127671,30.47494002,37.4739117,32.02298293,37.56527534,50.45335789,41.51497377,37.46480658,39.42851926,17.77%,16.39%,15.10%,17.86%,15.56%,17.82%,17.76%,17.40%,16.74%,15.69%
2/24/2020,411.3033942,377.7255531,313.3544382,381.0251507,329.8380652,382.6635228,548.9772652,437.5884066,391.9374768,429.4254357,247.8162343,221.3334665,181.1165926,233.7060793,192.0298295,234.3143137,314.4514018,257.4827482,230.6098336,238.6690631,94.05%,86.33%,77.99%,94.50%,80.75%,94.35%,94.00%,91.92%,88.25%,82.09%
3/2/2020,427.1878169,391.4699295,322.9976401,395.941037,340.443056,397.6848129,569.0948845,453.8545241,406.3674109,443.6012106,15.88442265,13.74437641,9.64320196,14.91588632,10.60499077,15.02129014,20.11761934,16.26611744,14.42993406,14.17577489,3.11%,2.88%,2.33%,3.10%,2.47%,3.11%,3.10%,3.03%,2.93%,2.68%
3/9/2020,556.5121439,499.6920796,404.186867,518.2787485,429.0245813,520.243596,733.1014966,585.8484202,521.0270063,555.6563904,129.3243271,108.2221501,81.18922686,122.3377115,88.58152526,122.5587831,164.0066121,131.9938961,114.6595954,112.0551797,24.53%,22.02%,19.19%,24.67%,20.11%,24.63%,24.51%,23.83%,22.64%,20.61%
3/16/2020,599.2607059,530.1882201,424.0198891,559.2876473,452.1447115,560.9232074,787.3843141,627.8353431,554.8321678,584.6553027,42.74856199,30.49614044,19.83302214,41.00889878,23.12013021,40.67961145,54.28281743,41.98692297,33.80516152,28.99891237,6.51%,5.09%,3.93%,6.63%,4.37%,6.56%,6.52%,6.12%,5.44%,4.42%
3/23/2020,611.2281982,544.262787,435.3166996,570.0542157,463.6547054,572.0947101,802.4711014,641.1334816,568.5875172,600.7360134,11.96749224,14.07456698,11.29681043,10.7665684,11.50999388,11.17150268,15.0867873,13.29813847,13.7553494,16.08071067,1.71%,2.23%,2.16%,1.63%,2.08%,1.69%,1.70%,1.83%,2.10%,2.35%
3/30/2020,461.6012941,417.8591539,340.3520144,428.7390444,360.4455801,430.3252285,612.7846111,488.1988177,435.0712644,469.3905573,-149.6269041,-126.4036331,-94.96468515,-141.3151712,-103.2091252,-141.7694816,-189.6864903,-152.9346639,-133.5162528,-131.3454561,-21.04%,-19.62%,-17.74%,-21.09%,-18.31%,-21.09%,-21.02%,-20.64%,-19.97%,-18.74%
4/6/2020,430.8792473,395.4589038,321.1125225,398.9529718,339.5049989,401.0717367,573.6342097,457.5512064,410.3705467,446.3886735,-30.72204677,-22.40025007,-19.23949191,-29.7860726,-20.94058127,-29.25349182,-39.1504014,-30.6476113,-24.70071771,-23.00188378,-5.47%,-4.33%,-4.37%,-5.63%,-4.55%,-5.52%,-5.49%,-5.21%,-4.62%,-4.04%
4/13/2020,400.6108601,542.6294897,231.9532703,401.0158635,251.3008437,378.5559508,561.8260538,557.4517597,538.204353,597.2778014,-30.26838725,147.1705858,-89.15925222,2.062891693,-88.20415515,-22.51578585,-11.80815586,99.90055326,127.8338063,150.8891278,-5.70%,29.70%,-21.17%,0.41%,-20.07%,-4.49%,-1.75%,17.92%,25.05%,27.62%
4/27/2020,403.8954364,547.7632614,234.2128905,403.631894,252.9434005,381.8580305,566.2478368,561.7535555,542.9530682,602.4604476,3.284576323,5.133771729,2.259620212,2.616030441,1.642556768,3.302079689,4.42178299,4.30179585,4.748715173,5.182646265,0.66%,0.80%,0.68%,0.52%,0.47%,0.69%,0.67%,0.65%,0.74%,0.74%
5/4/2020,413.9410323,556.2477069,241.2208051,414.2513363,258.6527356,392.2167101,586.0125129,574.9288718,555.7293646,611.7275285,10.04559595,8.484445514,7.007914565,10.61944233,5.709335079,10.35867962,19.76467608,13.17531626,12.77629642,9.267080861,1.99%,1.31%,2.10%,2.11%,1.62%,2.15%,2.97%,1.99%,1.99%,1.32%
5/11/2020,414.5360412,561.0949655,241.8753053,411.5293042,255.7030589,393.4123894,587.9594733,576.097871,559.0839452,615.7928027,0.5950089,4.847258598,0.654500263,-2.722032094,-2.949676657,1.195679272,1.946960368,1.168999164,3.354580561,4.06527416,0.12%,0.74%,0.19%,-0.53%,-0.82%,0.24%,0.28%,0.17%,0.51%,0.57%
5/18/2020,425.3649729,572.0198953,249.0937577,423.827356,264.1720581,403.8008449,603.8657551,590.0903935,571.9007462,628.0185426,10.8289317,10.92492982,7.218452395,12.29805178,8.468999213,10.38845546,15.90628186,13.99252249,12.81680103,12.22573991,2.10%,1.65%,2.11%,2.40%,2.38%,2.11%,2.31%,2.07%,1.94%,1.71%
5/25/2020,435.4609316,583.4968815,255.6915209,435.4435888,272.9493024,413.1663868,615.9709175,603.0193863,583.6142198,640.7905167,10.0959587,11.47698621,6.597763157,11.61623277,8.77724427,9.36554191,12.10516238,12.92899281,11.71347363,12.7719741,1.92%,1.71%,1.89%,2.22%,2.41%,1.86%,1.72%,1.87%,1.74%,1.75%
6/1/2020,454.275169,604.4168612,268.2595782,456.0531091,287.3476696,431.2361315,642.1323414,627.2509095,606.4679025,663.6237683,18.81423742,20.91997969,12.5680573,20.60952037,14.39836723,18.06974476,26.16142387,24.23152318,22.85368263,22.83325165,3.51%,3.06%,3.53%,3.85%,3.86%,3.52%,3.65%,3.45%,3.34%,3.08%
6/8/2020,458.5775227,621.2201798,271.228365,454.5845002,286.6490195,435.6108417,642.0567346,633.2490305,616.1193586,679.5095055,4.302353615,16.80331859,2.968786776,-1.468608983,-0.698650103,4.374710132,-0.07560682,5.998121045,9.651456174,15.8857372,0.78%,2.39%,0.81%,-0.26%,-0.18%,0.82%,-0.01%,0.82%,1.37%,2.08%
6/15/2020,469.8528482,635.4650459,278.9342301,465.1445706,293.2192498,446.8675651,659.2621244,648.0339413,631.2564886,694.4540771,11.27532556,14.24486605,7.705865158,10.56007045,6.570230316,11.25672339,17.20538984,14.78491081,15.13713001,14.94457153,2.02%,1.98%,2.08%,1.90%,1.70%,2.10%,2.32%,2.02%,2.11%,1.92%
6/22/2020,455.9899665,618.4256194,269.8285555,449.9220934,281.7175172,433.9180597,643.1039643,630.2761217,614.6164076,675.8931878,-13.8628817,-17.03942646,-9.105674647,-15.22247724,-11.50173265,-12.94950537,-16.15816011,-17.75781961,-16.64008108,-18.56088928,-2.43%,-2.32%,-2.40%,-2.69%,-2.93%,-2.37%,-2.13%,-2.37%,-2.28%,-2.34%
6/29/2020,465.1460621,625.3574948,276.0159025,460.940733,288.7646176,442.894697,659.0404884,642.1075931,625.0875108,684.0123714,9.156095574,6.931875402,6.187347072,11.01863961,7.04710047,8.976637296,15.93652409,11.83147143,10.47110327,8.119183662,1.65%,0.96%,1.67%,2.00%,1.85%,1.68%,2.14%,1.62%,1.47%,1.05%
7/6/2020,473.1365385,634.9384479,281.3417339,469.3470956,294.6770128,450.5549949,669.7576032,652.456195,635.0180712,694.3895173,7.99047642,9.580953115,5.325831353,8.406362661,5.912395113,7.660297895,10.71711477,10.34860184,9.93056033,10.37714586,1.41%,1.32%,1.42%,1.50%,1.52%,1.41%,1.41%,1.39%,1.37%,1.32%
7/13/2020,472.8267092,632.123316,280.8893097,471.3579394,297.0492931,449.6856777,667.6579491,651.8009782,632.7152062,692.2556925,-0.309829332,-2.815131973,-0.452424172,2.01084379,2.372280385,-0.869317148,-2.099654044,-0.655216789,-2.302864938,-2.13382483,-0.05%,-0.38%,-0.12%,0.35%,0.60%,-0.16%,-0.27%,-0.09%,-0.31%,-0.27%
7/20/2020,479.2629086,642.11376,285.6418527,474.622253,297.2222105,456.9587301,681.3154666,660.6516201,643.6678338,701.8561634,6.436199387,9.99044406,4.752542943,3.264313561,0.172917385,7.273052371,13.65751751,8.850641973,10.95262757,9.600470912,1.12%,1.36%,1.25%,0.57%,0.04%,1.32%,1.78%,1.18%,1.49%,1.21%
7/27/2020,480.899391,624.5539693,282.1517115,454.3645688,291.2944331,452.4716174,631.5032629,614.3377532,644.8079985,688.5474572,1.636482385,-17.55979071,-3.490141178,-20.25768418,-5.92777741,-4.487112696,-49.81220369,-46.31386699,1.140164731,-13.30870621,0.28%,-2.37%,-0.91%,-3.53%,-1.49%,-0.81%,-6.38%,-6.09%,0.15%,-1.66%
8/10/2020,483.8022613,626.5512863,282.7827551,455.9315969,291.9540591,453.7564959,635.1005495,615.9938201,646.1549204,690.9677229,2.902870371,1.997317047,0.631043624,1.567028036,0.659626014,1.284878476,3.597286599,1.656066905,1.346921851,2.420265737,0.50%,0.28%,0.17%,0.28%,0.17%,0.23%,0.49%,0.23%,0.18%,0.31%
8/17/2020,489.1533814,634.3567824,287.3369074,462.3875356,296.3898416,460.0556392,641.8492784,623.9750103,654.8407755,699.5599251,5.351120102,7.805496017,4.554152335,6.455938719,4.435782446,6.299143293,6.748728897,7.981190262,8.685855162,8.59220222,0.92%,1.07%,1.19%,1.16%,1.13%,1.14%,0.92%,1.11%,1.16%,1.09%
8/24/2020,506.5415095,653.0198055,296.7706415,478.0761713,305.7659546,474.3190078,663.5576223,641.9702804,673.159778,721.0333797,17.38812807,18.66302317,9.433734057,15.68863576,9.376112972,14.26336864,21.70834392,17.99527003,18.31900249,21.47345457,2.95%,2.54%,2.44%,2.79%,2.37%,2.55%,2.93%,2.49%,2.43%,2.69%
8/31/2020,521.4807059,708.3609191,337.1171854,525.4528116,342.8200873,523.9770266,683.345819,704.3597714,747.903184,778.8081818,14.93919642,55.34111359,40.34654394,47.37664022,37.05413272,49.65801878,19.78819663,62.38949101,74.74340593,57.7748021,2.46%,7.35%,10.17%,8.20%,9.13%,8.65%,2.59%,8.41%,9.67%,7.04%
9/7/2020,497.6781822,667.0962785,311.3751125,491.3993474,318.3746179,489.7472024,653.1230676,660.9769471,699.2394617,734.2766906,-23.80252371,-41.26464063,-25.74207296,-34.0534642,-24.44546933,-34.22982422,-30.22275134,-43.38282423,-48.66372225,-44.53149125,-3.83%,-5.10%,-5.89%,-5.44%,-5.52%,-5.49%,-3.86%,-5.39%,-5.74%,-5.07%
9/14/2020,495.3240743,665.6432388,309.4208048,484.6575268,317.3620549,486.8701168,650.5307863,659.0950134,696.527331,729.5459756,-2.354107925,-1.45303972,-1.954307666,-6.741820575,-1.012563046,-2.877085534,-2.592281336,-1.881933722,-2.712130727,-4.730714971,-0.39%,-0.19%,-0.48%,-1.14%,-0.24%,-0.49%,-0.34%,-0.25%,-0.34%,-0.57%
9/21/2020,490.0605272,659.2907985,307.0705672,483.0641783,314.360646,483.2356798,643.7210694,653.3175611,691.2170018,724.3144222,-5.263547068,-6.352440238,-2.35023765,-1.593348499,-3.00140886,-3.634437031,-6.809716922,-5.777452362,-5.310329216,-5.231553331,-0.88%,-0.83%,-0.57%,-0.27%,-0.72%,-0.62%,-0.91%,-0.76%,-0.67%,-0.63%
9/28/2020,503.568194,674.5069172,316.0274108,499.6010396,322.5215409,496.3214427,660.3959815,668.6366318,707.7491966,743.6708948,13.50766679,15.21611866,8.956843595,16.53686135,8.160894897,13.0857629,16.67491214,15.31907078,16.53219487,19.35647255,2.29%,2.00%,2.20%,2.84%,1.97%,2.24%,2.24%,2.03%,2.09%,2.35%
10/5/2020,517.2595831,678.4692158,313.7723587,500.2596661,321.6500377,496.3830442,677.3266553,669.5634914,704.9523202,748.6306435,13.69138913,3.962298573,-2.255052007,0.658626507,-0.871503265,0.061601522,16.93067376,0.926859542,-2.796876468,4.95974869,2.27%,0.51%,-0.54%,0.11%,-0.21%,0.01%,2.23%,0.12%,-0.35%,0.59%
10/12/2020,525.7895016,698.516608,327.4769656,517.6665283,334.3606286,513.8823259,688.2714247,691.4667457,730.4765047,770.2075381,8.5299185,20.04739224,13.70460685,17.40686213,12.71059097,17.49928167,10.94476943,21.90325432,25.52418456,21.57689466,1.38%,2.58%,3.31%,2.90%,3.01%,2.93%,1.41%,2.85%,3.17%,2.54%
10/19/2020,524.1196643,697.8491399,327.4267882,516.8349373,334.2392341,513.4860365,686.2353483,691.0517013,730.3321141,769.1118311,-1.669837372,-0.66746811,-0.050177388,-0.831590951,-0.121394515,-0.396289391,-2.03607644,-0.415044364,-0.144390629,-1.095707091,-0.27%,-0.08%,-0.01%,-0.13%,-0.03%,-0.06%,-0.26%,-0.05%,-0.02%,-0.13%
10/26/2020,526.0045165,749.5217265,369.5963149,560.767385,372.1103545,562.3447247,690.0367921,752.5264944,807.5494678,820.6072896,1.884852256,51.67258663,42.16952672,43.93244771,37.87112033,48.85868819,3.801443813,61.47479308,77.21735366,51.49545849,0.30%,6.48%,9.87%,7.12%,8.72%,7.96%,0.48%,7.77%,9.30%,5.93%
11/2/2020,536.0124579,708.3868238,331.4868193,528.5563208,338.4584787,521.5135792,700.9439004,700.297988,738.3353584,783.5073557,10.00794141,-41.13490272,-38.10949567,-32.21106425,-33.65187574,-40.83114548,10.9071083,-52.22850641,-69.21410935,-37.0999339,1.60%,-4.84%,-8.12%,-4.87%,-7.13%,-6.16%,1.38%,-6.13%,-7.63%,-4.03%
11/9/2020,542.3593367,706.9042023,334.9102398,513.7916282,367.2158846,540.6004033,707.0238797,737.9271179,749.6864596,788.8582545,6.346878739,-1.482621553,3.423420525,-14.76469257,28.75740593,19.0868241,6.07997936,37.62912993,11.35110116,5.35089889,1.00%,-0.18%,0.79%,-2.35%,6.56%,3.07%,0.76%,4.70%,1.35%,0.61%
,,,,,,,,,,,3.875278606,5.05887263,2.383130561,3.669748315,2.615698642,3.861957199,5.059414716,5.281585725,5.366476,5.64762689,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,9.33%,9.09%,8.23%,9.44%,8.42%,9.44%,9.43%,9.34%,9.09%,8.59%
,,,,,,,,,,,,,,,,,,,,,24.56%,24.17%,21.75%,21.35%,24.16%,23.30%,32.97%,28.12%,24.75%,28.75%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,y_true,Arima,SVR,LSTM,RF,ANN,Arima + LSTM,Arima + ANN,Arima + SVR,Arima + RF,,,,,,,,,,,,,,,,,,,,
Cumulative Return,542.3593367,706.9042023,334.9102398,513.7916282,367.2158846,540.6004033,707.0238797,737.9271179,749.6864596,788.8582545,,,,,,,,,,,,,,,,,,,,
Average Week Return,3.875278606,5.05887263,2.383130561,3.669748315,2.615698642,3.861957199,5.059414716,5.281585725,5.366476,5.64762689,,,,,,,,,,,,,,,,,,,,
Annual Return,24.56%,24.17%,21.75%,21.35%,24.16%,23.30%,32.97%,28.12%,24.75%,28.75%,,,,,,,,,,,,,,,,,,,,
Sharpe Ratio,2.450569829,2.474874405,2.438123141,2.083069103,2.669040755,2.288411068,3.315827542,2.830188335,2.537140457,3.14963849,Rf=,1.69%,,,,,,,,,,,,,,,,,,
